Fish ID,Sample type,Lake,Sampling year,Sampling month,Sampling date,Temperature ©,Conductivity,Vol. pre-filtered water (L),Incub. Start time (24h),Incub. End time (24h),Time elapsed (min),Total length (mm),Fork length (mm),Mass (g),Dry mass (g),Tag analysis date,TDN analysis date,TDP analysis date,DOC analysis date,Tag (µg/L),Tag excretion (µg),Tag excretion rate (µg/ind/h),TDN (µg/L),N excretion (µg),N excretion rate (µg/ind/h),TDP (µg/L),P excretion (µg),P excretion rate (µg/ind/h),DOC (mg/L),C excretion (mg),C excretion (mg C/ind/h),C excretion (µg C/ind/h),Excreted C:N (molar),Excreted N:P (molar),Excreted C:P (molar),Notes
12L2396,F6,239,2012,8,6,NA,,0.75,1000,1030,30,59,56,1,0.25,NA,,,,NA,NA,NA,392.4128137,49.10204703,98.20409405,12.29842762,9.43,18.86599386,,,,NA,NA,11.52613131,NA,
12L2397,F7,239,2012,8,6,NA,,0.75,1001,1030,29,56,53,1,0.25,NA,,,,NA,NA,NA,405.7922492,62.4814825,129.2720327,8.378285146,5.51,11.40590577,,,,NA,NA,25.09622833,NA,
12L2398,F8,239,2012,8,6,NA,,0.75,1051,1121,30,58,55,1,0.25,NA,,,,NA,NA,NA,381.6273902,38.31662349,76.63324699,14.72447806,11.86,23.71809474,,,,NA,NA,7.15436488,NA,
12L2399,F9,239,2012,8,6,NA,,0.75,1051,1122,31,60,57,1,0.25,NA,,,,NA,NA,NA,364.7782602,21.46749344,41.54998731,12.1800837,9.31,18.02836066,,,,NA,NA,5.103267294,NA,
12L23910,F10,239,2012,8,6,NA,,0.75,1052,1122,30,63,60,1,0.25,NA,,,,NA,NA,NA,357.4047804,14.09401365,28.1880273,11.5587781,8.69,17.38669482,,,,NA,NA,3.589891398,NA,
12L23911,F11,239,2012,8,6,NA,,0.75,1053,1123,30,60,57,1,0.25,NA,,,,NA,NA,NA,404.9289067,61.61813995,123.2362799,13.46707387,10.60,21.20328636,,,,NA,NA,12.86971885,NA,
12L23912,F12,239,2012,8,6,NA,,0.75,1054,1124,30,61,58,1,0.25,NA,,,,NA,NA,NA,426.5206573,83.20989058,166.4197812,11.85463791,8.99,17.97841443,,,,NA,NA,20.49685445,NA,
12L23913,F13,239,2012,8,6,NA,,0.75,1054,1125,31,63,59,1,0.25,NA,,,,NA,NA,NA,419.9014923,76.59072561,148.2401141,27.55000081,24.68,47.77658733,,,,NA,NA,6.870435609,NA,
12L23914,F14,239,2012,8,6,NA,,0.75,1055,1127,32,64,57,1,0.25,NA,,,,NA,NA,NA,353.6540147,10.34324795,19.3935899,14.84282199,11.98,22.45760868,,,,NA,NA,1.91217817,NA,
12L23915,F15,239,2012,8,6,NA,,0.75,1056,1128,32,61,58,1,0.25,NA,,,,NA,NA,NA,346.9700019,3.659235217,6.861066031,20.4197794,17.55,32.91440383,,,,NA,NA,0.461571796,NA,
12L23916,F16,239,2012,8,6,NA,,0.75,1057,1129,32,61,58,1,0.25,NA,,,,NA,NA,NA,286.9754444,-56.33532237,NA,15.96708926,13.10,24.56560982,,,,NA,NA,NA,NA,
12L23917,F17,239,2012,8,6,NA,,0.75,1058,1130,32,61,58,1,0.25,NA,,,,NA,NA,NA,333.7863967,-9.524369976,NA,30.43463396,27.57,51.69225612,,,,NA,NA,NA,NA,
12L23918,F18,239,2012,8,6,NA,,0.75,1059,1131,32,58,55,1,0.25,NA,,,,NA,NA,NA,274.3250487,-68.98571807,NA,15.12388881,12.26,22.98460896,,,,NA,NA,NA,NA,
12L23919,F19,239,2012,8,6,NA,,0.75,1059,1132,33,62,58,1,0.25,NA,,,,NA,NA,NA,617.011635,NA,NA,32.53523861,NA,NA,,,,NA,NA,NA,NA,died during excretion so will not consider its excretion
12L23920,F20,239,2012,8,6,NA,,0.75,1100,1133,33,60,57,1,0.25,NA,,,,NA,NA,NA,322.1939388,-21.11682795,NA,18.14165887,15.28,27.77496031,,,,NA,NA,NA,NA,
12L239C1,C1,239,2012,8,6,NA,,0.75,NA,NA,NA,NA,NA,1,0.25,NA,,,,NA,NA,NA,336.2116594,-7.099107308,NA,2.327952038,NA,NA,,,,NA,NA,NA,NA,
12L239C2,C2,239,2012,8,6,NA,,0.75,NA,NA,NA,NA,NA,1,0.25,NA,,,,NA,NA,NA,373.5622246,30.25145783,NA,2.978843619,NA,NA,,,,NA,NA,NA,NA,
12L239C3,C3,239,2012,8,6,NA,,0.75,NA,NA,NA,NA,NA,1,0.25,NA,,,,NA,NA,NA,320.1584162,-23.15235052,NA,3.289496419,NA,NA,,,,NA,NA,NA,NA,
12L239C4,C4,239,2012,8,6,NA,,0.75,NA,NA,NA,NA,NA,1,0.25,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,
12L239C5,C5,239,2012,8,6,NA,,0.75,NA,NA,NA,NA,NA,1,0.25,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,
