ac_m,an_m,ap_m,alpha_m,alpha_sd,r_m,f0_m,f0_sd,Dc_m,Dc_sd,theta_m,Dn_m,Dn_sd,Dp_m,Dp_sd,k_m,linf_m,lwa_m,lwa_sd,lwb_m,lwb_sd,Qc_m,Qc_sd,Qn_m,Qn_sd,Qp_m,Qp_sd,t0_m,v_m,F0nz_m,F0nz_sd,F0pz_m,F0pz_sd,h_m,mdw_m
0.5,0.8,0.8,0.77,0.05286288,1.23413,0.001096814,2.23E-10,45.5,5.41,2.861111111,9.765,1.645,0.75,0.17,0.39,32.85365,0.0123,0.001744898,3.04,0.03571429,43.14,1.86,11.48,0.5,2.74,0.33,-1.63,18,0.0037,0.0046,0.00037,0.00051,3.515,0.2681108
