"Plot Title: ela_meso_6 "
"#","Time, GMT-04:00","Temp, °C()","Host Connected()","Coupler Attached()","Stopped()","End Of File()"
48,06/27/12 11:30:00  PM,23.869,,,,
49,06/28/12 12:00:00  AM,23.869,,,,
50,06/28/12 12:30:00  AM,23.869,,,,
51,06/28/12 01:00:00  AM,23.869,,,,
52,06/28/12 01:30:00  AM,23.869,,,,
53,06/28/12 02:00:00  AM,23.773,,,,
54,06/28/12 02:30:00  AM,23.677,,,,
55,06/28/12 03:00:00  AM,23.484,,,,
56,06/28/12 03:30:00  AM,23.484,,,,
57,06/28/12 04:00:00  AM,23.388,,,,
58,06/28/12 04:30:00  AM,23.292,,,,
59,06/28/12 05:00:00  AM,23.196,,,,
60,06/28/12 05:30:00  AM,23.100,,,,
61,06/28/12 06:00:00  AM,23.004,,,,
62,06/28/12 06:30:00  AM,22.908,,,,
63,06/28/12 07:00:00  AM,22.812,,,,
64,06/28/12 07:30:00  AM,22.812,,,,
65,06/28/12 08:00:00  AM,22.717,,,,
66,06/28/12 08:30:00  AM,22.717,,,,
67,06/28/12 09:00:00  AM,22.621,,,,
68,06/28/12 09:30:00  AM,22.717,,,,
69,06/28/12 10:00:00  AM,22.717,,,,
70,06/28/12 10:30:00  AM,22.717,,,,
71,06/28/12 11:00:00  AM,22.717,,,,
72,06/28/12 11:30:00  AM,22.812,,,,
73,06/28/12 12:00:00  PM,23.004,,,,
74,06/28/12 12:30:00  PM,23.196,,,,
75,06/28/12 01:00:00  PM,23.292,,,,
76,06/28/12 01:30:00  PM,23.484,,,,
77,06/28/12 02:00:00  PM,23.484,,,,
78,06/28/12 02:30:00  PM,23.581,,,,
79,06/28/12 03:00:00  PM,23.773,,,,
80,06/28/12 03:30:00  PM,23.966,,,,
81,06/28/12 04:00:00  PM,24.062,,,,
82,06/28/12 04:30:00  PM,24.158,,,,
83,06/28/12 05:00:00  PM,24.351,,,,
84,06/28/12 05:30:00  PM,24.448,,,,
85,06/28/12 06:00:00  PM,24.448,,,,
86,06/28/12 06:30:00  PM,24.448,,,,
87,06/28/12 07:00:00  PM,24.448,,,,
88,06/28/12 07:30:00  PM,24.351,,,,
89,06/28/12 08:00:00  PM,24.255,,,,
90,06/28/12 08:30:00  PM,24.158,,,,
91,06/28/12 09:00:00  PM,24.062,,,,
92,06/28/12 09:30:00  PM,23.869,,,,
93,06/28/12 10:00:00  PM,23.773,,,,
94,06/28/12 10:30:00  PM,23.677,,,,
95,06/28/12 11:00:00  PM,23.581,,,,
96,06/28/12 11:30:00  PM,23.388,,,,
97,06/29/12 12:00:00  AM,23.292,,,,
98,06/29/12 12:30:00  AM,23.196,,,,
99,06/29/12 01:00:00  AM,23.196,,,,
100,06/29/12 01:30:00  AM,23.100,,,,
101,06/29/12 02:00:00  AM,23.004,,,,
102,06/29/12 02:30:00  AM,22.908,,,,
103,06/29/12 03:00:00  AM,22.812,,,,
104,06/29/12 03:30:00  AM,22.717,,,,
105,06/29/12 04:00:00  AM,22.717,,,,
106,06/29/12 04:30:00  AM,22.621,,,,
107,06/29/12 05:00:00  AM,22.525,,,,
108,06/29/12 05:30:00  AM,22.429,,,,
109,06/29/12 06:00:00  AM,22.429,,,,
110,06/29/12 06:30:00  AM,22.333,,,,
111,06/29/12 07:00:00  AM,22.238,,,,
112,06/29/12 07:30:00  AM,22.238,,,,
113,06/29/12 08:00:00  AM,22.142,,,,
114,06/29/12 08:30:00  AM,22.142,,,,
115,06/29/12 09:00:00  AM,22.142,,,,
116,06/29/12 09:30:00  AM,22.142,,,,
117,06/29/12 10:00:00  AM,22.142,,,,
118,06/29/12 10:30:00  AM,22.142,,,,
119,06/29/12 11:00:00  AM,22.238,,,,
120,06/29/12 11:30:00  AM,22.238,,,,
121,06/29/12 12:00:00  PM,22.333,,,,
122,06/29/12 12:30:00  PM,22.429,,,,
123,06/29/12 01:00:00  PM,22.525,,,,
124,06/29/12 01:30:00  PM,22.908,,,,
125,06/29/12 02:00:00  PM,23.100,,,,
126,06/29/12 02:30:00  PM,23.004,,,,
127,06/29/12 03:00:00  PM,23.292,,,,
128,06/29/12 03:30:00  PM,23.292,,,,
129,06/29/12 04:00:00  PM,23.581,,,,
130,06/29/12 04:30:00  PM,23.581,,,,
131,06/29/12 05:00:00  PM,23.677,,,,
132,06/29/12 05:30:00  PM,23.869,,,,
133,06/29/12 06:00:00  PM,23.966,,,,
134,06/29/12 06:30:00  PM,23.966,,,,
135,06/29/12 07:00:00  PM,23.966,,,,
136,06/29/12 07:30:00  PM,23.869,,,,
137,06/29/12 08:00:00  PM,23.869,,,,
138,06/29/12 08:30:00  PM,23.773,,,,
139,06/29/12 09:00:00  PM,23.677,,,,
140,06/29/12 09:30:00  PM,23.581,,,,
141,06/29/12 10:00:00  PM,23.484,,,,
142,06/29/12 10:30:00  PM,23.388,,,,
143,06/29/12 11:00:00  PM,23.292,,,,
144,06/29/12 11:30:00  PM,23.292,,,,
145,06/30/12 12:00:00  AM,23.196,,,,
146,06/30/12 12:30:00  AM,23.100,,,,
147,06/30/12 01:00:00  AM,23.004,,,,
148,06/30/12 01:30:00  AM,23.004,,,,
149,06/30/12 02:00:00  AM,22.908,,,,
150,06/30/12 02:30:00  AM,22.812,,,,
151,06/30/12 03:00:00  AM,22.812,,,,
152,06/30/12 03:30:00  AM,22.717,,,,
153,06/30/12 04:00:00  AM,22.621,,,,
154,06/30/12 04:30:00  AM,22.621,,,,
155,06/30/12 05:00:00  AM,22.525,,,,
156,06/30/12 05:30:00  AM,22.429,,,,
157,06/30/12 06:00:00  AM,22.429,,,,
158,06/30/12 06:30:00  AM,22.333,,,,
159,06/30/12 07:00:00  AM,22.238,,,,
160,06/30/12 07:30:00  AM,22.238,,,,
161,06/30/12 08:00:00  AM,22.238,,,,
162,06/30/12 08:30:00  AM,22.142,,,,
163,06/30/12 09:00:00  AM,22.238,,,,
164,06/30/12 09:30:00  AM,22.238,,,,
165,06/30/12 10:00:00  AM,22.333,,,,
166,06/30/12 10:30:00  AM,22.333,,,,
167,06/30/12 11:00:00  AM,22.429,,,,
168,06/30/12 11:30:00  AM,22.621,,,,
169,06/30/12 12:00:00  PM,22.717,,,,
170,06/30/12 12:30:00  PM,22.908,,,,
171,06/30/12 01:00:00  PM,23.004,,,,
172,06/30/12 01:30:00  PM,23.196,,,,
173,06/30/12 02:00:00  PM,23.484,,,,
174,06/30/12 02:30:00  PM,23.581,,,,
175,06/30/12 03:00:00  PM,23.581,,,,
176,06/30/12 03:30:00  PM,23.773,,,,
177,06/30/12 04:00:00  PM,23.966,,,,
178,06/30/12 04:30:00  PM,24.255,,,,
179,06/30/12 05:00:00  PM,24.448,,,,
180,06/30/12 05:30:00  PM,24.448,,,,
181,06/30/12 06:00:00  PM,24.641,,,,
182,06/30/12 06:30:00  PM,24.641,,,,
183,06/30/12 07:00:00  PM,24.641,,,,
184,06/30/12 07:30:00  PM,24.641,,,,
185,06/30/12 08:00:00  PM,24.738,,,,
186,06/30/12 08:30:00  PM,24.545,,,,
187,06/30/12 09:00:00  PM,24.545,,,,
188,06/30/12 09:30:00  PM,24.448,,,,
189,06/30/12 10:00:00  PM,24.351,,,,
190,06/30/12 10:30:00  PM,24.255,,,,
191,06/30/12 11:00:00  PM,24.255,,,,
192,06/30/12 11:30:00  PM,24.158,,,,
193,07/01/12 12:00:00  AM,24.062,,,,
194,07/01/12 12:30:00  AM,23.869,,,,
195,07/01/12 01:00:00  AM,23.869,,,,
196,07/01/12 01:30:00  AM,23.773,,,,
197,07/01/12 02:00:00  AM,23.581,,,,
198,07/01/12 02:30:00  AM,23.484,,,,
199,07/01/12 03:00:00  AM,23.388,,,,
200,07/01/12 03:30:00  AM,23.292,,,,
201,07/01/12 04:00:00  AM,23.196,,,,
202,07/01/12 04:30:00  AM,23.100,,,,
203,07/01/12 05:00:00  AM,23.100,,,,
204,07/01/12 05:30:00  AM,22.908,,,,
205,07/01/12 06:00:00  AM,22.908,,,,
206,07/01/12 06:30:00  AM,22.812,,,,
207,07/01/12 07:00:00  AM,22.717,,,,
208,07/01/12 07:30:00  AM,22.717,,,,
209,07/01/12 08:00:00  AM,22.621,,,,
210,07/01/12 08:30:00  AM,22.621,,,,
211,07/01/12 09:00:00  AM,22.621,,,,
212,07/01/12 09:30:00  AM,22.717,,,,
213,07/01/12 10:00:00  AM,22.812,,,,
214,07/01/12 10:30:00  AM,22.812,,,,
215,07/01/12 11:00:00  AM,22.812,,,,
216,07/01/12 11:30:00  AM,23.004,,,,
217,07/01/12 12:00:00  PM,23.100,,,,
218,07/01/12 12:30:00  PM,23.196,,,,
219,07/01/12 01:00:00  PM,23.292,,,,
220,07/01/12 01:30:00  PM,23.484,,,,
221,07/01/12 02:00:00  PM,23.581,,,,
222,07/01/12 02:30:00  PM,23.869,,,,
223,07/01/12 03:00:00  PM,23.966,,,,
224,07/01/12 03:30:00  PM,24.062,,,,
225,07/01/12 04:00:00  PM,24.158,,,,
226,07/01/12 04:30:00  PM,24.351,,,,
227,07/01/12 05:00:00  PM,24.448,,,,
228,07/01/12 05:30:00  PM,24.545,,,,
229,07/01/12 06:00:00  PM,24.738,,,,
230,07/01/12 06:30:00  PM,24.835,,,,
231,07/01/12 07:00:00  PM,24.931,,,,
232,07/01/12 07:30:00  PM,24.738,,,,
233,07/01/12 08:00:00  PM,24.738,,,,
234,07/01/12 08:30:00  PM,24.641,,,,
235,07/01/12 09:00:00  PM,24.545,,,,
236,07/01/12 09:30:00  PM,24.448,,,,
237,07/01/12 10:00:00  PM,24.255,,,,
238,07/01/12 10:30:00  PM,24.158,,,,
239,07/01/12 11:00:00  PM,24.062,,,,
240,07/01/12 11:30:00  PM,24.062,,,,
241,07/02/12 12:00:00  AM,23.966,,,,
242,07/02/12 12:30:00  AM,24.062,,,,
243,07/02/12 01:00:00  AM,24.062,,,,
244,07/02/12 01:30:00  AM,23.966,,,,
245,07/02/12 02:00:00  AM,23.966,,,,
246,07/02/12 02:30:00  AM,23.869,,,,
247,07/02/12 03:00:00  AM,23.773,,,,
248,07/02/12 03:30:00  AM,23.677,,,,
249,07/02/12 04:00:00  AM,23.677,,,,
250,07/02/12 04:30:00  AM,23.581,,,,
251,07/02/12 05:00:00  AM,23.484,,,,
252,07/02/12 05:30:00  AM,23.388,,,,
253,07/02/12 06:00:00  AM,23.388,,,,
254,07/02/12 06:30:00  AM,23.292,,,,
255,07/02/12 07:00:00  AM,23.292,,,,
256,07/02/12 07:30:00  AM,23.292,,,,
257,07/02/12 08:00:00  AM,23.196,,,,
258,07/02/12 08:30:00  AM,23.292,,,,
259,07/02/12 09:00:00  AM,23.292,,,,
260,07/02/12 09:30:00  AM,23.388,,,,
261,07/02/12 10:00:00  AM,23.388,,,,
262,07/02/12 10:30:00  AM,23.388,,,,
263,07/02/12 11:00:00  AM,23.581,,,,
264,07/02/12 11:30:00  AM,23.677,,,,
265,07/02/12 12:00:00  PM,23.773,,,,
266,07/02/12 12:30:00  PM,23.966,,,,
267,07/02/12 01:00:00  PM,24.062,,,,
268,07/02/12 01:30:00  PM,24.255,,,,
269,07/02/12 02:00:00  PM,24.255,,,,
270,07/02/12 02:30:00  PM,24.448,,,,
271,07/02/12 03:00:00  PM,24.448,,,,
272,07/02/12 03:30:00  PM,24.545,,,,
273,07/02/12 04:00:00  PM,24.545,,,,
274,07/02/12 04:30:00  PM,24.448,,,,
275,07/02/12 05:00:00  PM,24.835,,,,
276,07/02/12 05:30:00  PM,25.028,,,,
277,07/02/12 06:00:00  PM,25.125,,,,
278,07/02/12 06:30:00  PM,25.222,,,,
279,07/02/12 07:00:00  PM,25.319,,,,
280,07/02/12 07:30:00  PM,25.416,,,,
281,07/02/12 08:00:00  PM,25.416,,,,
282,07/02/12 08:30:00  PM,25.513,,,,
283,07/02/12 09:00:00  PM,25.513,,,,
284,07/02/12 09:30:00  PM,25.416,,,,
285,07/02/12 10:00:00  PM,25.416,,,,
286,07/02/12 10:30:00  PM,25.319,,,,
287,07/02/12 11:00:00  PM,25.319,,,,
288,07/02/12 11:30:00  PM,25.222,,,,
289,07/03/12 12:00:00  AM,25.222,,,,
290,07/03/12 12:30:00  AM,25.125,,,,
291,07/03/12 01:00:00  AM,25.125,,,,
292,07/03/12 01:30:00  AM,25.028,,,,
293,07/03/12 02:00:00  AM,24.931,,,,
294,07/03/12 02:30:00  AM,24.931,,,,
295,07/03/12 03:00:00  AM,24.835,,,,
296,07/03/12 03:30:00  AM,24.738,,,,
297,07/03/12 04:00:00  AM,24.738,,,,
298,07/03/12 04:30:00  AM,24.641,,,,
299,07/03/12 05:00:00  AM,24.545,,,,
300,07/03/12 05:30:00  AM,24.545,,,,
301,07/03/12 06:00:00  AM,24.448,,,,
302,07/03/12 06:30:00  AM,24.448,,,,
303,07/03/12 07:00:00  AM,24.351,,,,
304,07/03/12 07:30:00  AM,24.255,,,,
305,07/03/12 08:00:00  AM,24.255,,,,
306,07/03/12 08:30:00  AM,24.255,,,,
307,07/03/12 09:00:00  AM,24.351,,,,
308,07/03/12 09:30:00  AM,24.351,,,,
309,07/03/12 10:00:00  AM,24.448,,,,
310,07/03/12 10:30:00  AM,24.448,,,,
311,07/03/12 11:00:00  AM,24.545,,,,
312,07/03/12 11:30:00  AM,24.641,,,,
313,07/03/12 12:00:00  PM,24.738,,,,
314,07/03/12 12:30:00  PM,24.835,,,,
315,07/03/12 01:00:00  PM,24.931,,,,
316,07/03/12 01:30:00  PM,25.125,,,,
317,07/03/12 02:00:00  PM,25.222,,,,
318,07/03/12 02:30:00  PM,25.513,,,,
319,07/03/12 03:00:00  PM,25.610,,,,
320,07/03/12 03:30:00  PM,25.805,,,,
321,07/03/12 04:00:00  PM,25.902,,,,
322,07/03/12 04:30:00  PM,26.097,,,,
323,07/03/12 05:00:00  PM,26.195,,,,
324,07/03/12 05:30:00  PM,26.292,,,,
325,07/03/12 06:00:00  PM,26.292,,,,
326,07/03/12 06:30:00  PM,26.390,,,,
327,07/03/12 07:00:00  PM,26.390,,,,
328,07/03/12 07:30:00  PM,26.488,,,,
329,07/03/12 08:00:00  PM,26.585,,,,
330,07/03/12 08:30:00  PM,26.585,,,,
331,07/03/12 09:00:00  PM,26.585,,,,
332,07/03/12 09:30:00  PM,26.488,,,,
333,07/03/12 10:00:00  PM,26.488,,,,
334,07/03/12 10:30:00  PM,26.488,,,,
335,07/03/12 11:00:00  PM,26.390,,,,
336,07/03/12 11:30:00  PM,26.390,,,,
337,07/04/12 12:00:00  AM,26.488,,,,
338,07/04/12 12:30:00  AM,26.390,,,,
339,07/04/12 01:00:00  AM,26.195,,,,
340,07/04/12 01:30:00  AM,26.097,,,,
341,07/04/12 02:00:00  AM,26.000,,,,
342,07/04/12 02:30:00  AM,25.902,,,,
343,07/04/12 03:00:00  AM,25.805,,,,
344,07/04/12 03:30:00  AM,25.708,,,,
345,07/04/12 04:00:00  AM,25.610,,,,
346,07/04/12 04:30:00  AM,25.513,,,,
347,07/04/12 05:00:00  AM,25.513,,,,
348,07/04/12 05:30:00  AM,25.416,,,,
349,07/04/12 06:00:00  AM,25.319,,,,
350,07/04/12 06:30:00  AM,25.222,,,,
351,07/04/12 07:00:00  AM,25.222,,,,
352,07/04/12 07:30:00  AM,25.125,,,,
353,07/04/12 08:00:00  AM,25.125,,,,
354,07/04/12 08:30:00  AM,25.125,,,,
355,07/04/12 09:00:00  AM,25.125,,,,
356,07/04/12 09:30:00  AM,25.125,,,,
357,07/04/12 10:00:00  AM,25.222,,,,
358,07/04/12 10:30:00  AM,25.222,,,,
359,07/04/12 11:00:00  AM,25.222,,,,
360,07/04/12 11:30:00  AM,25.222,,,,
361,07/04/12 12:00:00  PM,25.222,,,,
362,07/04/12 12:30:00  PM,25.222,,,,
363,07/04/12 01:00:00  PM,25.222,,,,
364,07/04/12 01:30:00  PM,25.222,,,,
365,07/04/12 02:00:00  PM,25.125,,,,
366,07/04/12 02:30:00  PM,25.125,,,,
367,07/04/12 03:00:00  PM,25.125,,,,
368,07/04/12 03:30:00  PM,25.125,,,,
369,07/04/12 04:00:00  PM,25.028,,,,
370,07/04/12 04:30:00  PM,24.931,,,,
371,07/04/12 05:00:00  PM,24.931,,,,
372,07/04/12 05:30:00  PM,24.931,,,,
373,07/04/12 06:00:00  PM,24.931,,,,
374,07/04/12 06:30:00  PM,24.931,,,,
375,07/04/12 07:00:00  PM,24.931,,,,
376,07/04/12 07:30:00  PM,24.931,,,,
377,07/04/12 08:00:00  PM,24.931,,,,
378,07/04/12 08:30:00  PM,24.835,,,,
379,07/04/12 09:00:00  PM,24.835,,,,
380,07/04/12 09:30:00  PM,24.738,,,,
381,07/04/12 10:00:00  PM,24.738,,,,
382,07/04/12 10:30:00  PM,24.641,,,,
383,07/04/12 11:00:00  PM,24.641,,,,
384,07/04/12 11:30:00  PM,24.641,,,,
385,07/05/12 12:00:00  AM,24.545,,,,
386,07/05/12 12:30:00  AM,24.545,,,,
387,07/05/12 01:00:00  AM,24.545,,,,
388,07/05/12 01:30:00  AM,24.448,,,,
389,07/05/12 02:00:00  AM,24.448,,,,
390,07/05/12 02:30:00  AM,24.351,,,,
391,07/05/12 03:00:00  AM,24.351,,,,
392,07/05/12 03:30:00  AM,24.351,,,,
393,07/05/12 04:00:00  AM,24.255,,,,
394,07/05/12 04:30:00  AM,24.158,,,,
395,07/05/12 05:00:00  AM,24.158,,,,
396,07/05/12 05:30:00  AM,24.062,,,,
397,07/05/12 06:00:00  AM,24.062,,,,
398,07/05/12 06:30:00  AM,23.966,,,,
399,07/05/12 07:00:00  AM,23.869,,,,
400,07/05/12 07:30:00  AM,23.869,,,,
401,07/05/12 08:00:00  AM,23.773,,,,
402,07/05/12 08:30:00  AM,23.773,,,,
403,07/05/12 09:00:00  AM,23.773,,,,
404,07/05/12 09:30:00  AM,23.869,,,,
405,07/05/12 10:00:00  AM,23.869,,,,
406,07/05/12 10:30:00  AM,23.869,,,,
407,07/05/12 11:00:00  AM,23.966,,,,
408,07/05/12 11:30:00  AM,24.062,,,,
409,07/05/12 12:00:00  PM,24.062,,,,
410,07/05/12 12:30:00  PM,24.158,,,,
411,07/05/12 01:00:00  PM,24.351,,,,
412,07/05/12 01:30:00  PM,24.448,,,,
413,07/05/12 02:00:00  PM,24.641,,,,
414,07/05/12 02:30:00  PM,24.738,,,,
415,07/05/12 03:00:00  PM,24.931,,,,
416,07/05/12 03:30:00  PM,25.125,,,,
417,07/05/12 04:00:00  PM,25.222,,,,
418,07/05/12 04:30:00  PM,25.319,,,,
419,07/05/12 05:00:00  PM,25.416,,,,
420,07/05/12 05:30:00  PM,25.513,,,,
421,07/05/12 06:00:00  PM,25.513,,,,
422,07/05/12 06:30:00  PM,25.513,,,,
423,07/05/12 07:00:00  PM,25.610,,,,
424,07/05/12 07:30:00  PM,25.610,,,,
425,07/05/12 08:00:00  PM,25.708,,,,
426,07/05/12 08:30:00  PM,25.805,,,,
427,07/05/12 09:00:00  PM,25.708,,,,
428,07/05/12 09:30:00  PM,25.610,,,,
429,07/05/12 10:00:00  PM,25.513,,,,
430,07/05/12 10:30:00  PM,25.416,,,,
431,07/05/12 11:00:00  PM,25.319,,,,
432,07/05/12 11:30:00  PM,25.222,,,,
433,07/06/12 12:00:00  AM,25.125,,,,
434,07/06/12 12:30:00  AM,25.028,,,,
435,07/06/12 01:00:00  AM,24.931,,,,
436,07/06/12 01:30:00  AM,24.835,,,,
437,07/06/12 02:00:00  AM,24.835,,,,
438,07/06/12 02:30:00  AM,24.738,,,,
439,07/06/12 03:00:00  AM,24.641,,,,
440,07/06/12 03:30:00  AM,24.641,,,,
441,07/06/12 04:00:00  AM,24.545,,,,
442,07/06/12 04:30:00  AM,24.545,,,,
443,07/06/12 05:00:00  AM,24.448,,,,
444,07/06/12 05:30:00  AM,24.351,,,,
445,07/06/12 06:00:00  AM,24.351,,,,
446,07/06/12 06:30:00  AM,24.255,,,,
447,07/06/12 07:00:00  AM,24.255,,,,
448,07/06/12 07:30:00  AM,24.158,,,,
449,07/06/12 08:00:00  AM,24.158,,,,
450,07/06/12 08:30:00  AM,24.158,,,,
451,07/06/12 09:00:00  AM,24.062,,,,
452,07/06/12 09:30:00  AM,24.062,,,,
453,07/06/12 10:00:00  AM,23.966,,,,
454,07/06/12 10:30:00  AM,23.966,,,,
455,07/06/12 11:00:00  AM,23.966,,,,
456,07/06/12 11:30:00  AM,23.869,,,,
457,07/06/12 12:00:00  PM,23.869,,,,
458,07/06/12 12:30:00  PM,23.773,,,,
459,07/06/12 01:00:00  PM,23.869,,,,
460,07/06/12 01:30:00  PM,23.966,,,,
461,07/06/12 02:00:00  PM,24.062,,,,
462,07/06/12 02:30:00  PM,24.062,,,,
463,07/06/12 03:00:00  PM,24.158,,,,
464,07/06/12 03:30:00  PM,24.158,,,,
465,07/06/12 04:00:00  PM,24.255,,,,
466,07/06/12 04:30:00  PM,24.351,,,,
467,07/06/12 05:00:00  PM,24.545,,,,
468,07/06/12 05:30:00  PM,24.641,,,,
469,07/06/12 06:00:00  PM,24.641,,,,
470,07/06/12 06:30:00  PM,24.835,,,,
471,07/06/12 07:00:00  PM,24.835,,,,
472,07/06/12 07:30:00  PM,24.931,,,,
473,07/06/12 08:00:00  PM,24.931,,,,
474,07/06/12 08:30:00  PM,24.931,,,,
475,07/06/12 09:00:00  PM,24.835,,,,
476,07/06/12 09:30:00  PM,24.738,,,,
477,07/06/12 10:00:00  PM,24.738,,,,
478,07/06/12 10:30:00  PM,24.641,,,,
479,07/06/12 11:00:00  PM,24.545,,,,
480,07/06/12 11:30:00  PM,24.545,,,,
481,07/07/12 12:00:00  AM,24.448,,,,
482,07/07/12 12:30:00  AM,24.448,,,,
483,07/07/12 01:00:00  AM,24.351,,,,
484,07/07/12 01:30:00  AM,24.255,,,,
485,07/07/12 02:00:00  AM,24.255,,,,
486,07/07/12 02:30:00  AM,24.158,,,,
487,07/07/12 03:00:00  AM,24.062,,,,
488,07/07/12 03:30:00  AM,23.966,,,,
489,07/07/12 04:00:00  AM,23.966,,,,
490,07/07/12 04:30:00  AM,23.869,,,,
491,07/07/12 05:00:00  AM,23.773,,,,
492,07/07/12 05:30:00  AM,23.677,,,,
493,07/07/12 06:00:00  AM,23.677,,,,
494,07/07/12 06:30:00  AM,23.581,,,,
495,07/07/12 07:00:00  AM,23.484,,,,
496,07/07/12 07:30:00  AM,23.388,,,,
497,07/07/12 08:00:00  AM,23.388,,,,
498,07/07/12 08:30:00  AM,23.388,,,,
499,07/07/12 09:00:00  AM,23.388,,,,
500,07/07/12 09:30:00  AM,23.388,,,,
501,07/07/12 10:00:00  AM,23.484,,,,
502,07/07/12 10:30:00  AM,23.484,,,,
503,07/07/12 11:00:00  AM,23.581,,,,
504,07/07/12 11:30:00  AM,23.677,,,,
505,07/07/12 12:00:00  PM,23.869,,,,
506,07/07/12 12:30:00  PM,23.966,,,,
507,07/07/12 01:00:00  PM,24.062,,,,
508,07/07/12 01:30:00  PM,24.351,,,,
509,07/07/12 02:00:00  PM,24.448,,,,
510,07/07/12 02:30:00  PM,24.545,,,,
511,07/07/12 03:00:00  PM,24.835,,,,
512,07/07/12 03:30:00  PM,25.125,,,,
513,07/07/12 04:00:00  PM,25.319,,,,
514,07/07/12 04:30:00  PM,25.222,,,,
515,07/07/12 05:00:00  PM,25.319,,,,
516,07/07/12 05:30:00  PM,25.319,,,,
517,07/07/12 06:00:00  PM,25.319,,,,
518,07/07/12 06:30:00  PM,25.319,,,,
519,07/07/12 07:00:00  PM,25.319,,,,
520,07/07/12 07:30:00  PM,25.416,,,,
521,07/07/12 08:00:00  PM,25.513,,,,
522,07/07/12 08:30:00  PM,25.416,,,,
523,07/07/12 09:00:00  PM,25.416,,,,
524,07/07/12 09:30:00  PM,25.319,,,,
525,07/07/12 10:00:00  PM,25.125,,,,
526,07/07/12 10:30:00  PM,24.931,,,,
527,07/07/12 11:00:00  PM,24.835,,,,
528,07/07/12 11:30:00  PM,24.738,,,,
529,07/08/12 12:00:00  AM,24.738,,,,
530,07/08/12 12:30:00  AM,24.641,,,,
531,07/08/12 01:00:00  AM,24.545,,,,
532,07/08/12 01:30:00  AM,24.545,,,,
533,07/08/12 02:00:00  AM,24.448,,,,
534,07/08/12 02:30:00  AM,24.351,,,,
535,07/08/12 03:00:00  AM,24.351,,,,
536,07/08/12 03:30:00  AM,24.255,,,,
537,07/08/12 04:00:00  AM,24.158,,,,
538,07/08/12 04:30:00  AM,24.158,,,,
539,07/08/12 05:00:00  AM,24.062,,,,
540,07/08/12 05:30:00  AM,23.966,,,,
541,07/08/12 06:00:00  AM,23.869,,,,
542,07/08/12 06:30:00  AM,23.869,,,,
543,07/08/12 07:00:00  AM,23.773,,,,
544,07/08/12 07:30:00  AM,23.677,,,,
545,07/08/12 08:00:00  AM,23.677,,,,
546,07/08/12 08:30:00  AM,23.677,,,,
547,07/08/12 09:00:00  AM,23.677,,,,
548,07/08/12 09:30:00  AM,23.677,,,,
549,07/08/12 10:00:00  AM,23.773,,,,
550,07/08/12 10:30:00  AM,23.869,,,,
551,07/08/12 11:00:00  AM,23.869,,,,
552,07/08/12 11:30:00  AM,23.966,,,,
553,07/08/12 12:00:00  PM,24.255,,,,
554,07/08/12 12:30:00  PM,24.351,,,,
